subregion,Time,Ag. Area (AC),Potential CUAW,Ag. Supply Requirement,Ag. Pumping,Ag. Diversion,Ag. Shortage,Ag. Re-use,Urban Area (AC),Urban Supply Requirement,Urban Pumping,Urban Diversion,Urban Shortage,Urban Re-use,Import,Export
16,11/30/1965 12:00 AM,185993.31,0.00,0.00,0.00,0.00,0.00,0.00,36119.25,3400.02,3400.02,0.00,0.00,0.00,0.00,0.00
16,12/31/1965 12:00 AM,185993.31,0.00,0.00,0.00,0.00,0.00,0.00,36119.25,3600.02,3600.02,0.00,0.00,0.00,0.00,0.00
16,01/31/1966 12:00 AM,185993.31,0.00,0.00,0.00,0.00,0.00,0.00,36119.25,3600.02,3600.02,0.00,0.00,0.00,0.00,0.00
16,02/28/1966 12:00 AM,185993.31,0.00,0.00,0.00,0.00,0.00,0.00,36119.25,3200.02,3200.02,0.00,0.00,0.00,0.00,0.00
16,03/31/1966 12:00 AM,185993.31,12713.96,16718.58,0.00,84410.58,-67692.00,14640.56,36119.25,6300.04,0.00,20210.14,-13910.10,0.00,104620.72,0.00
16,04/30/1966 12:00 AM,185993.31,43619.43,57344.83,0.00,73736.51,-16391.68,12862.41,36119.25,7500.05,6842.05,658.00,0.00,0.00,74394.51,0.00
16,05/31/1966 12:00 AM,185993.31,75493.54,98576.75,20977.45,77599.54,-0.23,11567.58,36119.25,8500.06,8218.26,282.00,-0.20,0.00,77881.54,0.00
16,06/30/1966 12:00 AM,185993.31,77968.36,101177.91,0.00,104687.72,-3509.81,6442.55,36119.25,8600.06,0.00,30926.21,-22326.15,0.00,135613.94,0.00
16,07/31/1966 12:00 AM,185993.31,78013.42,100722.33,3420.72,97301.67,-0.07,2390.88,36119.25,9100.06,0.00,15228.11,-6128.04,0.00,112529.78,0.00
16,08/31/1966 12:00 AM,185993.31,62839.09,80974.17,78516.24,2459.02,-1.09,1303.75,36119.25,8600.06,8318.26,282.00,-0.20,0.00,2741.02,0.00
16,09/30/1966 12:00 AM,185993.31,26894.25,35014.90,32643.28,2371.45,0.16,0.00,36119.25,7000.05,6154.04,846.01,0.00,0.00,3217.45,0.00
16,10/31/1966 12:00 AM,188076.30,21211.27,27603.90,27324.25,278.95,0.70,0.00,36417.26,5700.04,5700.04,0.00,0.00,0.00,278.95,0.00
16,11/30/1966 12:00 AM,188076.30,0.00,0.00,0.00,0.00,0.00,0.00,36417.26,3500.02,3500.02,0.00,0.00,0.00,0.00,0.00
16,12/31/1966 12:00 AM,188076.30,0.00,0.00,0.00,0.00,0.00,0.00,36417.26,3600.02,3600.02,0.00,0.00,0.00,0.00,0.00
16,01/31/1967 12:00 AM,188076.30,0.00,0.00,0.00,0.00,0.00,0.00,36417.26,3600.02,3224.02,376.00,0.00,0.00,376.00,0.00
16,02/28/1967 12:00 AM,188076.30,14.17,19.23,19.23,0.00,0.00,0.00,36417.26,3300.02,0.00,4324.03,-1024.01,0.00,4324.03,0.00
16,03/31/1967 12:00 AM,188076.30,0.00,0.00,0.00,62132.43,-62132.43,17430.94,36417.26,5200.04,0.00,6956.05,-1756.01,0.00,69088.48,0.00
16,04/30/1967 12:00 AM,188076.30,0.00,0.00,0.00,27846.19,-27846.19,9691.09,36417.26,5500.04,3902.03,1598.01,0.00,0.00,29444.20,0.00
16,05/31/1967 12:00 AM,188076.30,49922.91,65131.40,0.00,71903.50,-6772.10,3816.78,36417.26,8400.06,8306.26,94.00,-0.20,0.00,71997.50,0.00
16,06/30/1967 12:00 AM,188076.30,76332.97,98982.16,6500.54,92481.64,-0.03,5231.74,36417.26,8700.06,8512.26,188.00,-0.20,0.00,92669.64,0.00
16,07/31/1967 12:00 AM,188076.30,79912.38,103100.56,0.00,114931.80,-11831.24,5942.05,36417.26,9100.06,452.00,8648.06,0.00,0.00,123579.86,0.00
16,08/31/1967 12:00 AM,188076.30,63363.34,81589.03,0.00,93960.65,-12371.62,4885.00,36417.26,8600.06,7660.25,940.01,-0.20,0.00,94900.66,0.00
16,09/30/1967 12:00 AM,188076.30,26710.95,34746.50,0.00,69038.48,-34291.98,5947.06,36417.26,7100.05,0.00,16544.11,-9444.07,0.00,85582.59,0.00
16,10/31/1967 12:00 AM,190203.33,19546.52,25410.15,0.00,32358.72,-6948.57,951.27,36716.25,5800.04,0.00,18706.13,-12906.09,0.00,51064.85,0.00
16,11/30/1967 12:00 AM,190203.33,0.00,0.00,0.00,410.00,-410.00,144.84,36716.25,3600.02,2002.01,1598.01,0.00,0.00,2008.01,0.00
16,12/31/1967 12:00 AM,190203.33,0.00,0.00,0.00,0.00,0.00,0.00,36716.25,3700.03,786.01,2914.02,0.00,0.00,2914.02,0.00
16,01/31/1968 12:00 AM,190203.33,0.00,0.00,0.00,0.00,0.00,0.00,36716.25,3700.03,3230.02,470.00,0.00,0.00,470.00,0.00
16,02/29/1968 12:00 AM,190203.33,0.00,0.00,0.00,0.00,0.00,0.00,36716.25,3300.02,0.00,4982.03,-1682.01,0.00,4982.03,0.00
16,03/31/1968 12:00 AM,190203.33,5705.43,7487.23,0.00,50745.35,-43258.12,13481.07,36716.25,6100.04,6100.04,0.00,0.00,0.00,50745.35,0.00
16,04/30/1968 12:00 AM,190203.33,37480.81,49179.00,0.00,64585.45,-15406.45,11930.74,36716.25,7400.05,7400.25,0.00,-0.20,0.00,64585.45,0.00
16,05/31/1968 12:00 AM,190203.33,76422.21,99619.77,13751.40,85868.59,-0.22,11840.65,36716.25,8600.06,0.00,19364.13,-10764.07,0.00,105232.73,0.00
16,06/30/1968 12:00 AM,190203.33,80378.70,104152.91,8875.46,95277.66,-0.21,5544.34,36716.25,9000.06,0.00,18236.13,-9236.06,0.00,113513.79,0.00
16,07/31/1968 12:00 AM,190203.33,80676.11,104013.66,15945.31,88068.61,-0.26,2445.75,36716.25,9300.06,6856.05,2444.02,0.00,0.00,90512.63,0.00
16,08/31/1968 12:00 AM,190203.33,63897.50,82217.31,66866.16,15352.11,-0.96,1200.16,36716.25,8700.06,1744.01,6956.05,0.00,0.00,22308.15,0.00
16,09/30/1968 12:00 AM,190203.33,28051.47,36459.85,32053.85,4402.05,3.95,0.00,36716.25,7300.05,5608.04,1692.01,0.00,0.00,6094.06,0.00
16,10/31/1968 12:00 AM,192284.35,908.52,1179.81,722.30,456.50,1.00,0.00,37014.24,4900.03,4806.03,94.00,0.00,0.00,550.50,0.00
16,11/30/1968 12:00 AM,192284.35,0.00,0.00,0.00,0.00,0.00,0.00,37014.24,3700.03,3700.03,0.00,0.00,0.00,0.00,0.00
16,12/31/1968 12:00 AM,192284.35,0.00,0.00,0.00,0.00,0.00,0.00,37014.24,3700.03,1162.01,2538.02,0.00,0.00,2538.02,0.00
16,01/31/1969 12:00 AM,192284.35,0.00,0.00,0.00,0.00,0.00,0.00,37014.24,3700.03,2102.01,1598.01,0.00,0.00,1598.01,0.00
16,02/28/1969 12:00 AM,192284.35,0.00,0.00,0.00,0.00,0.00,0.00,37014.24,3300.02,3300.02,0.00,0.00,0.00,0.00,0.00
16,03/31/1969 12:00 AM,192284.35,0.00,0.00,0.00,12070.08,-12070.08,2179.91,37014.24,4900.03,4900.03,0.00,0.00,0.00,12070.08,0.00
16,04/30/1969 12:00 AM,192284.35,3194.48,4187.54,0.00,48875.34,-44687.80,11621.61,37014.24,7100.05,7100.05,0.00,0.00,0.00,48875.34,0.00
16,05/31/1969 12:00 AM,192284.35,62743.15,81720.70,0.00,82281.57,-560.87,5790.01,37014.24,8600.06,8412.26,188.00,-0.20,0.00,82469.57,0.00
16,06/30/1969 12:00 AM,192284.35,79355.82,102754.09,6454.44,96299.67,-0.02,5416.07,37014.24,8900.06,8618.26,282.00,-0.20,0.00,96581.67,0.00
16,07/31/1969 12:00 AM,192284.35,80467.02,103673.15,0.00,104714.72,-1041.58,2648.87,37014.24,9300.06,9018.26,282.00,-0.20,0.00,104996.73,0.00
16,08/31/1969 12:00 AM,192284.35,64426.86,82839.33,0.00,86948.60,-4109.27,2357.77,37014.24,8800.06,3536.02,5264.04,0.00,0.00,92212.64,0.00
16,09/30/1969 12:00 AM,192284.35,27321.57,35481.84,0.00,49626.34,-14144.50,0.00,37014.24,7300.05,7112.05,188.00,0.00,0.00,49814.34,0.00
16,10/31/1969 12:00 AM,194414.30,17625.61,22864.97,2365.32,20499.64,0.01,0.00,37313.27,6000.04,4308.03,1692.01,0.00,0.00,22191.65,0.00
16,11/30/1969 12:00 AM,194414.30,0.00,0.00,0.00,0.00,0.00,0.00,37313.27,4100.03,1656.01,2444.02,0.00,0.00,2444.02,0.00
16,12/31/1969 12:00 AM,194414.30,0.00,0.00,0.00,0.00,0.00,0.00,37313.27,3800.03,2860.02,940.01,0.00,0.00,940.01,0.00
16,01/31/1970 12:00 AM,194414.30,0.00,0.00,0.00,0.00,0.00,0.00,37313.27,3800.03,0.00,4982.03,-1182.01,0.00,4982.03,0.00
16,02/28/1970 12:00 AM,194414.30,0.00,0.00,0.00,0.00,0.00,0.00,37313.27,3400.02,486.00,2914.02,0.00,0.00,2914.02,0.00
16,03/31/1970 12:00 AM,194414.30,0.00,0.00,0.00,44838.31,-44838.31,13511.60,37313.27,6000.04,5906.04,94.00,0.00,0.00,44932.31,0.00
16,04/30/1970 12:00 AM,194414.30,32552.29,42632.24,0.00,74271.51,-31639.27,12322.74,37313.27,7900.05,7430.25,470.00,-0.20,0.00,74741.52,0.00
16,05/31/1970 12:00 AM,194414.30,81983.07,106693.73,28361.60,78332.54,-0.41,12531.72,37313.27,8900.06,3072.02,5828.04,0.00,0.00,84160.58,0.00
16,06/30/1970 12:00 AM,194414.30,79827.01,103291.95,17347.62,85944.59,-0.26,5417.36,37313.27,9100.06,2990.02,6110.04,0.00,0.00,92054.64,0.00
16,07/31/1970 12:00 AM,194414.30,82182.41,105812.13,12395.69,93416.65,-0.20,2400.19,37313.27,9500.07,2826.02,6674.05,0.00,0.00,100090.69,0.00
16,08/31/1970 12:00 AM,194414.30,64969.68,83478.82,838.21,82640.57,0.04,1094.83,37313.27,8900.06,3072.02,5828.04,0.00,0.00,88468.61,0.00
16,09/30/1970 12:00 AM,194414.30,28281.05,36698.35,24455.77,12241.50,1.08,0.00,37313.27,7500.05,7030.05,470.00,0.00,0.00,12711.51,0.00
16,10/31/1970 12:00 AM,196499.40,21306.06,27611.13,26961.63,649.29,0.21,0.00,39402.26,6200.04,5824.04,376.00,0.00,0.00,1025.29,0.00
16,11/30/1970 12:00 AM,196499.40,0.00,0.00,0.00,0.00,0.00,0.00,39402.26,3700.03,3606.02,94.00,0.00,0.00,94.00,0.00
16,12/31/1970 12:00 AM,196499.40,0.00,0.00,0.00,0.00,0.00,0.00,39402.26,3900.03,3900.03,0.00,0.00,0.00,0.00,0.00
16,01/31/1971 12:00 AM,196499.40,0.00,0.00,0.00,0.00,0.00,0.00,39402.26,3900.03,3900.03,0.00,0.00,0.00,0.00,0.00
16,02/28/1971 12:00 AM,196499.40,502.65,681.92,681.90,0.00,0.02,0.00,39402.26,3500.02,1808.01,1692.01,0.00,0.00,1692.01,0.00
16,03/31/1971 12:00 AM,196499.40,11065.46,14478.33,0.00,69419.48,-54941.15,10396.58,39402.26,7100.05,6818.05,282.00,0.00,0.00,69701.48,0.00
16,04/30/1971 12:00 AM,196499.40,36903.54,48286.73,0.00,64063.44,-15776.71,12555.93,39402.26,7800.05,7424.25,376.00,-0.20,0.00,64439.45,0.00
16,05/31/1971 12:00 AM,196499.40,59473.95,77338.52,14754.30,62584.43,-0.21,10612.59,39402.26,7900.05,7336.25,564.00,-0.20,0.00,63148.44,0.00
16,06/30/1971 12:00 AM,196499.40,82707.17,106945.31,26727.18,80218.56,-0.43,5628.47,39402.26,9400.07,8648.26,752.01,-0.20,0.00,80970.56,0.00
16,07/31/1971 12:00 AM,196499.40,82886.32,106648.24,14837.80,91810.64,-0.20,2373.18,39402.26,9900.07,9148.26,752.01,-0.20,0.00,92562.64,0.00
16,08/31/1971 12:00 AM,196499.40,65487.57,84086.51,3457.02,80629.56,-0.07,1040.00,39402.26,9300.06,8642.26,658.00,-0.20,0.00,81287.56,0.00
16,09/30/1971 12:00 AM,196499.40,27475.06,35624.18,21877.45,13747.10,-0.37,0.00,39402.26,7700.05,7136.05,564.00,0.00,0.00,14311.10,0.00
16,10/31/1971 12:00 AM,198624.37,21184.76,27426.48,26662.43,763.91,0.14,0.00,41492.31,6400.04,6024.04,376.00,0.00,0.00,1139.91,0.00
16,11/30/1971 12:00 AM,198624.37,0.00,0.00,0.00,0.00,0.00,0.00,41492.31,4400.03,4400.03,0.00,0.00,0.00,0.00,0.00
16,12/31/1971 12:00 AM,198624.37,0.00,0.00,0.00,0.00,0.00,0.00,41492.31,4000.03,2402.02,1598.01,0.00,0.00,1598.01,0.00
16,01/31/1972 12:00 AM,198624.37,0.00,0.00,0.00,0.00,0.00,0.00,41492.31,4000.03,3530.02,470.00,0.00,0.00,470.00,0.00
16,02/29/1972 12:00 AM,198624.37,77.84,105.60,105.60,0.00,0.00,0.00,41492.31,3600.02,3506.02,94.00,0.00,0.00,94.00,0.00
16,03/31/1972 12:00 AM,198624.37,36520.07,47738.30,0.00,76013.53,-28275.23,9808.77,41492.31,7600.05,7224.05,376.00,0.00,0.00,76389.53,0.00
16,04/30/1972 12:00 AM,198624.37,47070.05,61534.19,53311.87,8223.06,-0.73,8910.09,41492.31,8400.06,7930.25,470.00,-0.20,0.00,8693.06,0.00
16,05/31/1972 12:00 AM,198624.37,81574.57,105995.28,29611.20,76384.53,-0.45,12688.26,41492.31,9600.07,9130.26,470.00,-0.20,0.00,76854.53,0.00
16,06/30/1972 12:00 AM,198624.37,79315.79,102491.38,21007.05,81484.56,-0.23,5296.59,41492.31,9400.07,8648.26,752.01,-0.20,0.00,82236.57,0.00
16,07/31/1972 12:00 AM,198624.37,83639.93,107548.87,19548.54,88000.61,-0.27,2354.34,41492.31,10300.07,8232.26,2068.01,-0.20,0.00,90068.62,0.00
16,08/31/1972 12:00 AM,198624.37,66040.26,84739.48,78711.01,6017.48,11.00,989.25,41492.31,9700.07,8760.26,940.01,-0.20,0.00,6957.49,0.00
16,09/30/1972 12:00 AM,198624.37,24480.87,31717.33,25227.20,6487.74,2.39,0.00,41492.31,7900.05,7336.25,564.00,-0.20,0.00,7051.74,0.00
16,10/31/1972 12:00 AM,196785.35,16893.92,21850.68,21299.35,551.00,0.33,0.00,43299.32,6200.04,5918.04,282.00,0.00,0.00,833.01,0.00
16,11/30/1972 12:00 AM,196785.35,0.00,0.00,0.00,0.00,0.00,0.00,43299.32,3900.03,3900.03,0.00,0.00,0.00,0.00,0.00
16,12/31/1972 12:00 AM,196785.35,0.00,0.00,0.00,0.00,0.00,0.00,43299.32,4000.03,4000.03,0.00,0.00,0.00,0.00,0.00
16,01/31/1973 12:00 AM,196785.35,0.00,0.00,0.00,0.00,0.00,0.00,43299.32,4000.03,4000.03,0.00,0.00,0.00,0.00,0.00
16,02/28/1973 12:00 AM,196785.35,0.00,0.00,0.00,0.00,0.00,0.00,43299.32,3600.02,3412.02,188.00,0.00,0.00,188.00,0.00
16,03/31/1973 12:00 AM,196785.35,0.00,0.00,0.00,10095.58,-10095.58,3591.43,43299.32,4300.03,4300.03,0.00,0.00,0.00,10095.58,0.00
16,04/30/1973 12:00 AM,196785.35,10120.21,13214.86,0.00,63751.44,-50536.58,9149.47,43299.32,8700.06,8512.26,188.00,-0.20,0.00,63939.44,0.00
16,05/31/1973 12:00 AM,196785.35,75026.78,97366.43,8489.96,88876.62,-0.14,9913.06,43299.32,9900.07,9054.26,846.01,-0.20,0.00,89722.62,0.00
16,06/30/1973 12:00 AM,196785.35,81517.13,105165.53,12915.09,92250.64,-0.20,5356.74,43299.32,10200.07,9448.27,752.01,-0.20,0.00,93002.64,0.00
16,07/31/1973 12:00 AM,196785.35,82494.18,105883.27,10107.77,95775.66,-0.16,2184.68,43299.32,10600.07,9754.27,846.01,-0.20,0.00,96621.67,0.00
16,08/31/1973 12:00 AM,196785.35,65460.51,83847.75,4978.23,78869.55,-0.03,925.15,43299.32,10000.07,3608.02,6392.04,0.00,0.00,85261.59,0.00
16,09/30/1973 12:00 AM,196785.35,27275.67,35299.76,0.00,49932.35,-14632.58,0.00,43299.32,8300.06,4070.03,4230.03,0.00,0.00,54162.37,0.00
16,10/31/1973 12:00 AM,194945.38,1238.15,1599.86,0.00,1741.01,-141.16,0.00,45107.31,6500.04,6218.04,282.00,0.00,0.00,2023.01,0.00
16,11/30/1973 12:00 AM,194945.38,0.00,0.00,0.00,0.00,0.00,0.00,45107.31,4500.03,4406.03,94.00,0.00,0.00,94.00,0.00
16,12/31/1973 12:00 AM,194945.38,0.00,0.00,0.00,0.00,0.00,0.00,45107.31,4100.03,4100.03,0.00,0.00,0.00,0.00,0.00
16,01/31/1974 12:00 AM,194945.38,0.00,0.00,0.00,0.00,0.00,0.00,45107.31,4100.03,4100.03,0.00,0.00,0.00,0.00,0.00
16,02/28/1974 12:00 AM,194945.38,0.00,0.00,0.00,0.00,0.00,0.00,45107.31,3700.03,3418.02,282.00,0.00,0.00,282.00,0.00
16,03/31/1974 12:00 AM,194945.38,0.00,0.00,0.00,54776.38,-54776.38,15488.50,45107.31,6400.04,3392.02,3008.02,0.00,0.00,57784.40,0.00
16,04/30/1974 12:00 AM,194945.38,17398.48,22690.63,0.00,53470.37,-30779.74,9434.03,45107.31,8800.06,8048.26,752.01,-0.20,0.00,54222.38,0.00
16,05/31/1974 12:00 AM,194945.38,82336.69,106712.36,28930.20,77782.54,-0.37,13174.83,45107.31,10200.07,9354.26,846.01,-0.20,0.00,78628.54,0.00
16,06/30/1974 12:00 AM,194945.38,79638.57,102568.80,15888.41,86680.60,-0.21,5058.38,45107.31,10600.07,8344.26,2256.02,-0.20,0.00,88936.62,0.00
16,07/31/1974 12:00 AM,194945.38,81072.92,103865.19,10731.67,93133.64,-0.12,1992.29,45107.31,11000.08,6206.04,4794.03,0.00,0.00,97927.68,0.00
16,08/31/1974 12:00 AM,194945.38,64887.49,82964.45,4243.93,78720.54,-0.03,860.23,45107.31,10300.07,3626.03,6674.05,0.00,0.00,85394.59,0.00
16,09/30/1974 12:00 AM,194945.38,26025.81,33643.96,0.00,49458.34,-15814.38,0.00,45107.31,8600.06,3430.02,5170.04,0.00,0.00,54628.38,0.00
16,10/31/1974 12:00 AM,193103.36,110.71,142.90,0.00,9942.07,-9799.17,166.48,46915.33,5800.04,5518.04,282.00,0.00,0.00,10224.07,0.00
16,11/30/1974 12:00 AM,193103.36,0.00,0.00,0.00,0.00,0.00,0.00,46915.33,4800.03,4800.03,0.00,0.00,0.00,0.00,0.00
16,12/31/1974 12:00 AM,193103.36,0.00,0.00,0.00,0.00,0.00,0.00,46915.33,4200.03,4200.03,0.00,0.00,0.00,0.00,0.00
16,01/31/1975 12:00 AM,193103.36,0.00,0.00,0.00,0.00,0.00,0.00,46915.33,4200.03,1286.01,2914.02,0.00,0.00,2914.02,0.00
16,02/28/1975 12:00 AM,193103.36,0.00,0.00,0.00,0.00,0.00,0.00,46915.33,3800.03,1638.01,2162.01,0.00,0.00,2162.01,0.00
16,03/31/1975 12:00 AM,193103.36,4283.34,5568.27,0.00,53083.37,-47515.10,17978.11,46915.33,7400.05,7306.25,94.00,-0.20,0.00,53177.37,0.00
16,04/30/1975 12:00 AM,193103.36,31861.52,41497.41,0.00,60167.42,-18670.00,11289.18,46915.33,8900.06,6362.04,2538.02,0.00,0.00,62705.43,0.00
16,05/31/1975 12:00 AM,193103.36,81591.49,105598.80,28324.70,77274.53,-0.43,13335.84,46915.33,10600.07,7216.05,3384.02,0.00,0.00,80658.56,0.00
16,06/30/1975 12:00 AM,193103.36,77681.64,99872.65,13364.29,86508.60,-0.24,4747.58,46915.33,10900.08,10148.27,752.01,-0.20,0.00,87260.60,0.00
16,07/31/1975 12:00 AM,193103.36,80094.75,102415.70,8762.26,93653.65,-0.21,1838.74,46915.33,11300.08,7352.25,3948.03,-0.20,0.00,97601.68,0.00
16,08/31/1975 12:00 AM,193103.36,63014.82,80422.39,3921.93,76500.53,-0.07,691.76,46915.33,10600.07,5524.04,5076.04,0.00,0.00,81576.56,0.00
16,09/30/1975 12:00 AM,193103.36,21265.77,27458.04,0.00,49238.34,-21780.30,431.61,46915.33,8500.06,5398.04,3102.02,0.00,0.00,52340.36,0.00
16,10/31/1975 12:00 AM,191264.34,932.36,1202.22,0.00,2130.01,-927.80,0.00,48722.32,6800.05,6330.04,470.00,0.00,0.00,2600.02,0.00
16,11/30/1975 12:00 AM,191264.34,648.27,871.24,871.21,0.00,0.04,0.00,48722.32,5100.04,5006.03,94.00,0.00,0.00,94.00,0.00
16,12/31/1975 12:00 AM,191264.34,0.00,0.00,0.00,0.00,0.00,0.00,48722.32,4300.03,4300.03,0.00,0.00,0.00,0.00,0.00
16,01/31/1976 12:00 AM,191264.34,12508.89,16988.93,16989.12,0.00,-0.18,0.00,48722.32,4300.03,4018.03,282.00,0.00,0.00,282.00,0.00
16,02/29/1976 12:00 AM,191264.34,0.00,0.00,0.00,0.00,0.00,0.00,48722.32,3900.03,3242.02,658.00,0.00,0.00,658.00,0.00
16,03/31/1976 12:00 AM,191264.34,469.70,609.28,0.00,2083.01,-1473.73,0.00,48722.32,7300.05,7206.05,94.00,0.00,0.00,2177.02,0.00
16,04/30/1976 12:00 AM,191264.34,29984.88,38996.60,31730.02,7267.05,-0.47,2834.43,48722.32,8700.06,8512.26,188.00,-0.20,0.00,7455.05,0.00
16,05/31/1976 12:00 AM,191264.34,80902.44,104551.18,24463.97,80087.55,-0.34,13515.97,48722.32,10700.07,7222.05,3478.02,0.00,0.00,83565.58,0.00
16,06/30/1976 12:00 AM,191264.34,72664.74,93251.28,12296.89,80954.56,-0.17,4171.79,48722.32,11000.08,9590.27,1410.01,-0.20,0.00,82364.57,0.00
16,07/31/1976 12:00 AM,191264.34,78888.58,100674.96,51886.36,48763.00,25.61,1658.88,48722.32,11700.08,11042.28,658.00,-0.20,0.00,49421.00,0.00
16,08/31/1976 12:00 AM,191264.34,60497.73,77065.43,72007.42,5120.79,-62.78,492.90,48722.32,10900.08,9584.27,1316.01,-0.20,0.00,6436.80,0.00
16,09/30/1976 12:00 AM,191264.34,7969.76,10277.71,6623.28,3653.84,0.58,0.00,48722.32,8000.06,7530.25,470.00,-0.20,0.00,4123.85,0.00
16,10/31/1976 12:00 AM,189423.32,3996.94,5148.11,3578.52,1569.51,0.08,0.00,50530.36,7000.05,6718.05,282.00,0.00,0.00,1851.51,0.00
16,11/30/1976 12:00 AM,189423.32,424.02,569.88,569.70,0.00,0.17,0.00,50530.36,4600.03,4412.03,188.00,0.00,0.00,188.00,0.00
16,12/31/1976 12:00 AM,189423.32,0.00,0.00,0.00,0.00,0.00,0.00,50530.36,4400.03,4400.03,0.00,0.00,0.00,0.00,0.00
16,01/31/1977 12:00 AM,189423.32,605.86,823.51,823.51,0.00,0.01,0.00,50530.36,4400.03,4400.03,0.00,0.00,0.00,0.00,0.00
16,02/28/1977 12:00 AM,189423.32,7928.40,10788.03,10788.17,0.00,-0.15,0.00,50530.36,4000.03,1838.01,2162.01,0.00,0.00,2162.01,0.00
16,03/31/1977 12:00 AM,189423.32,28424.00,36783.45,34963.84,1820.01,-0.41,552.10,50530.36,8000.06,8000.26,0.00,-0.20,0.00,1820.01,0.00
16,04/30/1977 12:00 AM,189423.32,42958.50,55781.27,54525.08,1257.01,-0.82,4801.48,50530.36,10100.07,10100.27,0.00,-0.20,0.00,1257.01,0.00
16,05/31/1977 12:00 AM,189423.32,63337.63,81722.07,75076.02,6647.05,-1.00,12243.88,50530.36,10400.07,10400.27,0.00,-0.20,0.00,6647.05,0.00
16,06/30/1977 12:00 AM,189423.32,71765.86,91921.37,5633.84,86287.60,-0.07,3937.77,50530.36,11600.08,11412.28,188.00,-0.20,0.00,86475.60,0.00
16,07/31/1977 12:00 AM,189423.32,77710.92,98971.52,6461.99,92553.39,-43.86,1509.90,50530.36,12100.08,11724.28,376.00,-0.20,0.00,92929.39,0.00
16,08/31/1977 12:00 AM,189423.32,63159.70,80302.63,74810.67,5560.61,-68.65,701.05,50530.36,11000.08,10436.27,564.00,-0.20,0.00,6124.62,0.00
16,09/30/1977 12:00 AM,189423.32,22282.97,28698.74,24823.92,3873.18,1.63,0.00,50530.36,9500.07,9124.26,376.00,-0.20,0.00,4249.19,0.00
16,10/31/1977 12:00 AM,187582.31,18730.16,24096.94,23505.86,575.93,15.15,0.00,52338.34,7500.05,7312.25,188.00,-0.20,0.00,763.93,0.00
16,11/30/1977 12:00 AM,187582.31,821.87,1104.62,1104.62,0.00,0.00,0.00,52338.34,5000.03,5000.03,0.00,0.00,0.00,0.00,0.00
16,12/31/1977 12:00 AM,187582.31,0.00,0.00,0.00,0.00,0.00,0.00,52338.34,4500.03,4500.03,0.00,0.00,0.00,0.00,0.00
16,01/31/1978 12:00 AM,187582.31,0.00,0.00,0.00,0.00,0.00,0.00,52338.34,4500.03,4500.03,0.00,0.00,0.00,0.00,0.00
16,02/28/1978 12:00 AM,187582.31,0.00,0.00,0.00,0.00,0.00,0.00,52338.34,4000.03,3718.03,282.00,0.00,0.00,282.00,0.00
16,03/31/1978 12:00 AM,187582.31,0.00,0.00,0.00,28238.20,-28238.20,10120.10,52338.34,4500.03,4218.03,282.00,0.00,0.00,28520.20,0.00
16,04/30/1978 12:00 AM,187582.31,0.00,0.00,0.00,31528.22,-31528.22,10461.00,52338.34,7600.05,7506.25,94.00,-0.20,0.00,31622.22,0.00
16,05/31/1978 12:00 AM,187582.31,48333.07,62256.40,0.00,74819.52,-12563.12,5723.83,52338.34,11600.08,11130.28,470.00,-0.20,0.00,75289.52,0.00
16,06/30/1978 12:00 AM,187582.31,71683.72,91632.31,0.00,96815.67,-5183.36,5313.09,52338.34,11900.08,10960.28,940.01,-0.20,0.00,97755.68,0.00
16,07/31/1978 12:00 AM,187582.31,76520.19,97252.28,0.00,100113.69,-2861.41,2181.99,52338.34,12500.09,11654.28,846.01,-0.20,0.00,100959.70,0.00
16,08/31/1978 12:00 AM,187582.31,62686.99,79546.04,0.00,79971.55,-425.51,759.91,52338.34,11700.08,10854.28,846.01,-0.20,0.00,80817.56,0.00
16,09/30/1978 12:00 AM,187582.31,7752.16,9970.68,0.00,39727.27,-29756.60,2500.91,52338.34,8700.06,8042.26,658.00,-0.20,0.00,40385.28,0.00
16,10/31/1978 12:00 AM,185743.28,14554.24,18702.00,0.00,25433.68,-6731.68,0.00,54146.38,7800.05,7048.05,752.01,0.00,0.00,26185.68,0.00
16,11/30/1978 12:00 AM,185743.28,0.00,0.00,0.00,0.00,0.00,0.00,54146.38,4800.03,4612.03,188.00,0.00,0.00,188.00,0.00
16,12/31/1978 12:00 AM,185743.28,0.00,0.00,0.00,0.00,0.00,0.00,54146.38,4600.03,4600.03,0.00,0.00,0.00,0.00,0.00
16,01/31/1979 12:00 AM,185743.28,0.00,0.00,0.00,0.00,0.00,0.00,54146.38,4600.03,4600.03,0.00,0.00,0.00,0.00,0.00
16,02/28/1979 12:00 AM,185743.28,0.00,0.00,0.00,0.00,0.00,0.00,54146.38,4100.03,3254.02,846.01,0.00,0.00,846.01,0.00
16,03/31/1979 12:00 AM,185743.28,0.00,0.00,0.00,31529.22,-31529.22,10865.89,54146.38,6400.04,6400.04,0.00,0.00,0.00,31529.22,0.00
16,04/30/1979 12:00 AM,185743.28,9760.75,12628.52,0.00,63698.44,-51069.92,9286.82,54146.38,10600.07,10036.27,564.00,-0.20,0.00,64262.44,0.00
16,05/31/1979 12:00 AM,185743.28,78023.67,100317.09,19515.74,80801.56,-0.20,14088.75,54146.38,11900.08,11054.28,846.01,-0.20,0.00,81647.56,0.00
