subregion,Time,Ag. Area (AC),Potential CUAW,Ag. Supply Requirement,Ag. Pumping,Ag. Diversion,Ag. Shortage,Ag. Re-use,Urban Area (AC),Urban Supply Requirement,Urban Pumping,Urban Diversion,Urban Shortage,Urban Re-use,Import,Export
15,09/30/1980 12:00 AM,738835.08,0.00,0.00,0.00,84084.37,-84084.37,0.00,15108.08,2700.02,2493.22,206.80,0.00,0.00,80698.10,0.00
15,10/31/1980 12:00 AM,729853.10,49840.29,67855.65,23758.84,44098.55,-1.74,0.00,16366.13,2100.01,1893.21,206.80,0.00,0.00,42753.44,0.00
15,11/30/1980 12:00 AM,729853.10,21533.89,28501.30,0.00,30359.26,-1857.95,0.00,16366.13,1500.01,1312.01,188.00,0.00,0.00,29063.24,0.00
15,12/31/1980 12:00 AM,729853.10,0.00,0.00,0.00,50092.45,-50092.45,0.00,16366.13,1200.01,993.21,206.80,0.00,0.00,46407.45,0.00
15,01/31/1981 12:00 AM,729853.10,6168.51,8106.89,0.00,76170.80,-68063.90,0.00,16366.13,1200.01,983.81,216.20,0.00,0.00,73775.78,0.00
15,02/28/1981 12:00 AM,729853.10,0.00,0.00,0.00,55479.18,-55479.18,0.00,16366.13,1100.01,883.81,216.20,0.00,0.00,54831.37,0.00
15,03/31/1981 12:00 AM,729853.10,296510.17,385925.86,312870.67,73079.13,-23.93,14307.31,16366.13,1900.01,1683.81,216.20,0.00,0.00,72400.12,0.00
15,04/30/1981 12:00 AM,729853.10,28802.31,38512.46,0.00,80961.55,-42449.09,0.00,16366.13,2800.02,2583.82,216.20,0.00,0.00,80863.88,0.00
15,05/31/1981 12:00 AM,729853.10,252762.08,334338.55,257144.38,77197.71,-3.54,4669.22,16366.13,3300.02,3300.02,0.00,0.00,0.00,76818.51,0.00
15,06/30/1981 12:00 AM,729853.10,303490.28,390830.31,171976.76,218675.84,177.71,5621.04,16366.13,3500.02,3283.82,216.20,0.00,0.00,203469.46,0.00
15,07/31/1981 12:00 AM,729853.10,313158.27,400010.28,180871.29,219139.83,-0.84,0.00,16366.13,3600.02,3383.82,216.20,0.00,0.00,217459.89,0.00
15,08/31/1981 12:00 AM,729853.10,297137.21,379999.80,201354.41,178660.95,-15.56,0.00,16366.13,3400.02,3183.82,216.20,0.00,0.00,165658.82,0.00
15,09/30/1981 12:00 AM,729853.10,0.00,0.00,0.00,55543.60,-55543.60,0.00,16366.13,2800.02,2583.82,216.20,0.00,0.00,53464.05,0.00
15,10/31/1981 12:00 AM,720868.00,35889.43,48855.84,1173.01,47683.06,-0.22,0.00,17623.15,1900.01,1683.81,216.20,0.00,0.00,47845.59,0.00
15,11/30/1981 12:00 AM,720868.00,45.75,60.56,0.00,46589.49,-46528.93,0.00,17623.15,1300.01,1300.01,0.00,0.00,0.00,46356.68,0.00
15,12/31/1981 12:00 AM,720868.00,0.00,0.00,0.00,54490.45,-54490.45,0.00,17623.15,1200.01,983.81,216.20,0.00,0.00,54451.45,0.00
15,01/31/1982 12:00 AM,720868.00,42.16,55.41,0.00,63809.29,-63753.88,0.00,17623.15,1200.01,965.01,235.00,0.00,0.00,63040.29,0.00
15,02/28/1982 12:00 AM,720868.00,29436.27,39035.77,0.00,73395.16,-34359.39,0.00,17623.15,1100.01,865.01,235.00,0.00,0.00,73315.76,0.00
15,03/31/1982 12:00 AM,720868.00,213842.49,278413.71,228174.28,50418.62,-179.19,11909.66,17623.15,1600.01,1365.01,235.00,0.00,0.00,49840.81,0.00
15,04/30/1982 12:00 AM,720868.00,0.00,0.00,0.00,52475.47,-52475.47,0.00,17623.15,2700.02,2700.02,0.00,0.00,0.00,48887.25,0.00
15,05/31/1982 12:00 AM,720868.00,313030.64,413953.89,292476.87,121431.23,45.79,10565.67,17623.15,3500.02,3500.02,0.00,0.00,0.00,113740.09,0.00
15,06/30/1982 12:00 AM,720868.00,283852.14,365576.22,169711.47,195874.97,-10.22,5274.40,17623.15,3500.02,3265.02,235.00,0.00,0.00,167990.38,0.00
15,07/31/1982 12:00 AM,720868.00,309404.85,395280.60,165838.84,229465.98,-24.22,0.00,17623.15,3700.03,3465.02,235.00,0.00,0.00,203953.47,0.00
15,08/31/1982 12:00 AM,720868.00,295151.88,377532.37,152761.69,224788.98,-18.30,0.00,17623.15,3500.02,3265.02,235.00,0.00,0.00,195858.25,0.00
15,09/30/1982 12:00 AM,720868.00,0.00,0.00,0.00,89289.68,-89289.68,0.00,17623.15,2700.02,2465.02,235.00,0.00,0.00,76788.99,0.00
15,10/31/1982 12:00 AM,711887.98,15269.12,20783.05,0.00,40330.30,-19547.25,0.00,18881.09,1900.01,1900.01,0.00,0.00,0.00,25179.56,0.00
15,11/30/1982 12:00 AM,711887.98,0.00,0.00,0.00,36121.02,-36121.02,0.00,18881.09,1200.01,1200.01,0.00,0.00,0.00,21626.27,0.00
15,12/31/1982 12:00 AM,711887.98,0.00,0.00,0.00,23353.07,-23353.07,0.00,18881.09,1200.01,1200.01,0.00,0.00,0.00,19424.24,0.00
15,01/31/1983 12:00 AM,711887.98,0.00,0.00,0.00,25558.82,-25558.82,2080.31,18881.09,1200.01,1200.01,0.00,0.00,0.00,17167.56,0.00
15,02/28/1983 12:00 AM,711887.98,0.00,0.00,0.00,14080.26,-14080.26,1191.44,18881.09,1100.01,1100.01,0.00,0.00,0.00,11096.24,0.00
15,03/31/1983 12:00 AM,711887.98,84101.71,109530.23,90890.33,18643.68,-3.78,7653.16,18881.09,1200.01,1200.01,0.00,0.00,0.00,12185.23,0.00
15,04/30/1983 12:00 AM,711887.98,10375.79,13863.06,0.00,94315.59,-80452.53,731.06,18881.09,2400.02,2400.02,0.00,0.00,0.00,43140.71,0.00
15,05/31/1983 12:00 AM,711887.98,241888.55,319795.08,213240.21,106554.87,0.00,5530.22,18881.09,3600.02,3049.18,550.84,0.00,0.00,72201.47,0.00
15,06/30/1983 12:00 AM,711887.98,300312.02,386812.81,198640.88,188071.00,100.92,5533.84,18881.09,3800.03,3072.46,727.57,0.00,0.00,118075.94,0.00
15,07/31/1983 12:00 AM,711887.98,310886.42,397239.03,203388.31,193850.72,0.00,0.00,18881.09,3900.03,2609.40,1290.63,0.00,0.00,154282.67,0.00
15,08/31/1983 12:00 AM,711887.98,282347.44,361223.18,208621.58,152601.61,0.00,0.00,18881.09,3500.02,2732.04,767.99,0.00,0.00,145316.74,0.00
15,09/30/1983 12:00 AM,711887.98,0.00,0.00,0.00,69559.63,-69559.63,0.00,18881.09,2800.02,2800.02,0.00,0.00,0.00,68644.43,0.00
15,10/31/1983 12:00 AM,702902.87,16674.75,22693.45,4408.63,18284.88,-0.05,0.00,20138.13,2300.02,2300.02,0.00,0.00,0.00,17906.47,0.00
15,11/30/1983 12:00 AM,702902.87,0.00,0.00,0.00,12204.48,-12204.48,0.00,20138.13,1200.01,1200.01,0.00,0.00,0.00,12122.08,0.00
15,12/31/1983 12:00 AM,702902.87,0.00,0.00,0.00,9027.67,-9027.67,0.00,20138.13,1300.01,1300.01,0.00,0.00,0.00,8933.27,0.00
15,01/31/1984 12:00 AM,702902.87,0.00,0.00,0.00,23222.62,-23222.62,0.00,20138.13,1300.01,979.51,320.54,-0.04,0.00,17627.12,0.00
15,02/29/1984 12:00 AM,702902.87,452.17,599.79,0.00,80065.66,-79465.87,0.00,20138.13,1200.01,879.51,320.54,-0.04,0.00,78160.56,0.00
15,03/31/1984 12:00 AM,702902.87,369697.90,481624.88,396312.84,85319.28,-7.25,11965.67,20138.13,2700.02,2379.52,320.54,-0.04,0.00,82745.40,0.00
15,04/30/1984 12:00 AM,702902.87,72126.11,96330.73,39784.08,56547.22,-0.57,0.00,20138.13,3200.02,2879.52,320.54,-0.04,0.00,56357.12,0.00
15,05/31/1984 12:00 AM,702902.87,260314.19,344069.98,257705.38,86368.14,-3.54,4141.85,20138.13,3800.03,3550.92,249.10,0.00,0.00,86154.04,0.00
15,06/30/1984 12:00 AM,702902.87,298219.04,384154.58,224267.85,159889.93,-3.20,5487.27,20138.13,3900.03,3761.83,138.18,0.02,0.00,159514.50,0.00
15,07/31/1984 12:00 AM,702902.87,309094.06,395014.71,176205.02,218812.11,-2.43,0.00,20138.13,4100.03,3785.13,314.90,0.00,0.00,218305.41,0.00
15,08/31/1984 12:00 AM,702902.87,290707.70,371990.87,198201.28,173789.99,-0.40,0.00,20138.13,3900.03,3579.52,320.54,-0.04,0.00,170962.53,0.00
15,09/30/1984 12:00 AM,702902.87,0.00,0.00,0.00,44886.09,-44886.09,0.00,20138.13,3100.02,3038.02,62.04,-0.04,0.00,44853.06,0.00
15,10/31/1984 12:00 AM,693922.82,42690.93,58092.99,36205.75,21887.83,-0.59,0.00,21396.18,2400.02,2400.02,0.00,0.00,0.00,21601.30,0.00
15,11/30/1984 12:00 AM,693922.82,0.00,0.00,0.00,5377.80,-5377.80,0.00,21396.18,1400.01,1400.01,0.00,0.00,0.00,4614.62,0.00
15,12/31/1984 12:00 AM,693922.82,0.00,0.00,0.00,6855.29,-6855.29,0.00,21396.18,1300.01,752.91,547.08,0.02,0.00,5427.96,0.00
15,01/31/1985 12:00 AM,693922.82,0.00,0.00,0.00,16483.61,-16483.61,0.00,21396.18,1300.01,980.41,319.60,0.00,0.00,15918.41,0.00
15,02/28/1985 12:00 AM,693922.82,7029.51,9325.65,0.00,85605.63,-76279.98,0.00,21396.18,1200.01,880.41,319.60,0.00,0.00,84658.74,0.00
15,03/31/1985 12:00 AM,693922.82,318746.73,415375.18,315964.85,99410.33,0.00,8879.46,21396.18,2700.02,2380.42,319.60,0.00,0.00,98459.52,0.00
15,04/30/1985 12:00 AM,693922.82,80011.86,106822.55,38114.36,68705.16,3.02,0.00,21396.18,3500.02,3180.42,319.60,0.00,0.00,69023.91,0.00
15,05/31/1985 12:00 AM,693922.82,259141.16,342435.86,259489.00,82971.66,-24.80,4622.94,21396.18,3900.03,3900.03,0.00,0.00,0.00,82154.06,0.00
15,06/30/1985 12:00 AM,693922.82,295369.45,380521.53,183312.78,197101.33,107.42,5415.59,21396.18,4100.03,3780.43,319.60,0.00,0.00,183325.22,0.00
15,07/31/1985 12:00 AM,693922.82,308318.81,394090.58,143012.33,251083.20,-4.95,0.00,21396.18,4300.03,3980.43,319.60,0.00,0.00,239380.20,0.00
15,08/31/1985 12:00 AM,693922.82,289165.72,370090.23,198944.76,171159.61,-14.13,0.00,21396.18,4000.03,3680.43,319.60,0.00,0.00,159400.76,0.00
15,09/30/1985 12:00 AM,693922.82,0.00,0.00,0.00,53115.49,-53115.49,0.00,21396.18,3200.02,2880.42,319.60,0.00,0.00,52152.30,0.00
15,10/31/1985 12:00 AM,684936.72,40071.15,54521.50,37032.56,17489.52,-0.58,0.00,22654.16,2300.02,1980.41,319.60,0.00,0.00,17793.57,0.00
15,11/30/1985 12:00 AM,684936.72,0.00,0.00,0.00,9125.51,-9125.51,0.00,22654.16,1300.01,1300.01,0.00,0.00,0.00,9112.71,0.00
15,12/31/1985 12:00 AM,684936.72,0.00,0.00,0.00,20194.13,-20194.13,0.00,22654.16,1300.01,980.41,319.60,0.00,0.00,20513.73,0.00
15,01/31/1986 12:00 AM,684936.72,0.00,0.00,0.00,24427.09,-24427.09,0.00,22654.16,1300.01,952.21,347.80,0.00,0.00,24752.49,0.00
15,02/28/1986 12:00 AM,684936.72,0.00,0.00,0.00,38460.75,-38460.75,0.00,22654.16,1200.01,852.21,347.80,0.00,0.00,36094.93,0.00
15,03/31/1986 12:00 AM,684936.72,156311.20,203759.57,134437.63,69323.77,-1.83,10074.12,22654.16,1300.01,952.21,347.80,0.00,0.00,61918.72,0.00
15,04/30/1986 12:00 AM,684936.72,65196.37,87010.04,0.00,87968.45,-958.41,0.00,22654.16,3400.02,3052.22,347.80,0.00,0.00,81590.88,0.00
15,05/31/1986 12:00 AM,684936.72,257988.70,340830.35,241577.27,99231.31,21.77,4726.20,22654.16,4000.03,4000.03,0.00,0.00,0.00,88403.03,0.00
15,06/30/1986 12:00 AM,684936.72,295618.54,380880.12,185777.85,194900.85,201.42,5398.85,22654.16,4300.03,3952.23,347.80,0.00,0.00,163410.05,0.00
15,07/31/1986 12:00 AM,684936.72,307492.80,393101.77,177523.93,215602.83,-25.00,0.00,22654.16,4400.03,4052.23,347.80,0.00,0.00,191193.24,0.00
15,08/31/1986 12:00 AM,684936.72,287323.98,367805.78,166950.02,200882.01,-26.26,0.00,22654.16,4100.03,3752.23,347.80,0.00,0.00,176430.08,0.00
15,09/30/1986 12:00 AM,684936.72,0.00,0.00,0.00,75513.67,-75513.67,0.00,22654.16,3300.02,2952.22,347.80,0.00,0.00,72804.46,0.00
15,10/31/1986 12:00 AM,675952.72,49523.82,67374.98,42181.09,25198.26,-4.37,0.00,23911.14,2600.02,2252.22,347.80,0.00,0.00,25542.27,0.00
15,11/30/1986 12:00 AM,675952.72,17366.97,22986.14,0.00,30445.38,-7459.24,0.00,23911.14,1600.01,1600.01,0.00,0.00,0.00,30445.38,0.00
15,12/31/1986 12:00 AM,675952.72,0.00,0.00,0.00,40037.35,-40037.35,0.00,23911.14,1400.01,1052.21,347.80,0.00,0.00,40289.88,0.00
15,01/31/1987 12:00 AM,675952.72,0.00,0.00,0.00,39188.21,-39188.21,0.00,23911.14,1400.01,1024.01,376.00,0.00,0.00,39351.41,0.00
15,02/28/1987 12:00 AM,675952.72,0.00,0.00,0.00,57367.30,-57367.30,0.00,23911.14,1200.01,824.01,376.00,0.00,0.00,57400.10,0.00
15,03/31/1987 12:00 AM,675952.72,256164.10,334025.43,273218.89,60940.24,-133.70,13363.49,23911.14,2200.02,1824.01,376.00,0.00,0.00,61209.84,0.00
15,04/30/1987 12:00 AM,675952.72,82109.99,109542.02,51185.02,58357.00,0.00,0.00,23911.14,3700.03,3324.02,376.00,0.00,0.00,58733.00,0.00
15,05/31/1987 12:00 AM,675952.72,252753.82,333834.41,264069.93,69771.67,-7.19,5224.43,23911.14,4200.03,4200.03,0.00,0.00,0.00,69771.67,0.00
15,06/30/1987 12:00 AM,675952.72,289241.99,372701.53,175050.07,197500.28,151.18,5277.58,23911.14,4300.03,3924.03,376.00,0.00,0.00,178305.16,0.00
15,07/31/1987 12:00 AM,675952.72,306361.81,391723.36,173530.80,218221.17,-28.60,0.00,23911.14,4600.03,4224.03,376.00,0.00,0.00,187057.26,0.00
15,08/31/1987 12:00 AM,675952.72,285390.16,365403.30,216315.67,149104.95,-17.31,0.00,23911.14,4300.03,3924.03,376.00,0.00,0.00,119779.86,0.00
15,09/30/1987 12:00 AM,675952.72,0.00,0.00,0.00,43363.15,-43363.15,0.00,23911.14,3500.02,3124.02,376.00,0.00,0.00,40098.33,0.00
15,10/31/1987 12:00 AM,652304.50,35295.35,47971.56,9547.47,38424.42,-0.32,0.00,25169.19,2500.02,2124.01,376.00,0.00,0.00,38800.42,0.00
15,11/30/1987 12:00 AM,652304.50,309.65,409.84,0.00,13348.95,-12939.11,0.00,25169.19,1400.01,1400.01,0.00,0.00,0.00,13348.95,0.00
15,12/31/1987 12:00 AM,652304.50,0.00,0.00,0.00,20971.65,-20971.65,0.00,25169.19,1400.01,1024.01,376.00,0.00,0.00,21347.65,0.00
15,01/31/1988 12:00 AM,652304.50,0.00,0.00,0.00,13231.70,-13231.70,0.00,25169.19,1400.01,1024.01,376.00,0.00,0.00,11927.69,0.00
15,02/29/1988 12:00 AM,652304.50,0.00,0.00,0.00,36586.81,-36586.81,0.00,25169.19,1300.01,924.01,376.00,0.00,0.00,36704.41,0.00
15,03/31/1988 12:00 AM,652304.50,339648.25,441243.28,413546.66,27737.23,-40.61,10946.05,25169.19,3100.02,2724.02,376.00,0.00,0.00,28113.23,0.00
15,04/30/1988 12:00 AM,652304.50,6894.27,9154.18,0.00,19774.18,-10619.99,0.00,25169.19,3100.02,2724.02,376.00,0.00,0.00,20150.18,0.00
15,05/31/1988 12:00 AM,652304.50,246336.57,323961.32,300906.08,23063.62,-8.38,5118.42,25169.19,4300.03,4300.03,0.00,0.00,0.00,23063.62,0.00
15,06/30/1988 12:00 AM,652304.50,296041.53,379954.07,270213.46,109721.49,19.11,5856.58,25169.19,4500.03,4124.03,376.00,0.00,0.00,104041.32,0.00
15,07/31/1988 12:00 AM,652304.50,309056.49,393902.06,243234.63,150671.31,-3.88,0.00,25169.19,4700.03,4324.03,376.00,0.00,0.00,141110.39,0.00
15,08/31/1988 12:00 AM,652304.50,289471.76,369500.37,260250.97,109266.32,-16.92,0.00,25169.19,4400.03,4024.03,376.00,0.00,0.00,94863.58,0.00
15,09/30/1988 12:00 AM,652304.50,0.00,0.00,0.00,24431.26,-24431.26,0.00,25169.19,3500.02,3124.02,376.00,0.00,0.00,24807.26,0.00
15,10/31/1988 12:00 AM,659704.54,51603.42,70156.66,53832.12,16324.54,0.00,0.00,26426.20,2700.02,2324.02,376.00,0.00,0.00,16700.55,0.00
15,11/30/1988 12:00 AM,659704.54,556.53,736.60,0.00,13429.58,-12692.98,0.00,26426.20,1400.01,1400.01,0.00,0.00,0.00,13429.58,0.00
15,12/31/1988 12:00 AM,659704.54,0.00,0.00,0.00,3822.21,-3822.21,0.00,26426.20,1400.01,1024.01,376.00,0.00,0.00,4198.21,0.00
15,01/31/1989 12:00 AM,659704.54,3044.34,3948.29,0.00,20923.27,-16974.99,0.00,26426.20,1400.01,1024.01,376.00,0.00,0.00,21299.28,0.00
15,02/28/1989 12:00 AM,659704.54,0.00,0.00,0.00,47858.79,-47858.79,0.00,26426.20,1300.01,924.01,376.00,0.00,0.00,48234.79,0.00
15,03/31/1989 12:00 AM,659704.54,302787.57,393618.80,346667.12,46951.68,0.00,7528.81,26426.20,2900.02,2808.82,91.18,0.02,0.00,47042.87,0.00
15,04/30/1989 12:00 AM,659704.54,90489.05,119545.71,76972.03,42575.69,-2.01,0.00,26426.20,4000.03,4000.03,0.00,0.00,0.00,42575.69,0.00
15,05/31/1989 12:00 AM,659704.54,238826.92,312350.30,262065.31,50292.25,-7.26,5415.41,26426.20,4300.03,3921.23,378.82,-0.02,0.00,50671.07,0.00
15,06/30/1989 12:00 AM,659704.54,307048.07,394006.88,205674.72,188337.76,-5.60,6270.59,26426.20,4700.03,4286.43,413.60,0.00,0.00,188751.37,0.00
15,07/31/1989 12:00 AM,659704.54,299365.28,381979.18,206716.15,175263.03,0.00,0.00,26426.20,4900.03,4486.43,413.60,0.00,0.00,175676.64,0.00
15,08/31/1989 12:00 AM,659704.54,263826.47,337374.77,203765.81,133614.53,-5.57,0.00,26426.20,4500.03,4086.43,413.60,0.00,0.00,134028.14,0.00
15,09/30/1989 12:00 AM,659704.54,0.00,0.00,0.00,44867.23,-44867.23,0.00,26426.20,3400.02,2986.42,413.60,0.00,0.00,45280.83,0.00
15,10/31/1989 12:00 AM,647004.37,39937.67,54337.77,11788.78,42549.13,-0.15,0.00,27684.24,2800.02,2386.42,413.60,0.00,0.00,42962.74,0.00
15,11/30/1989 12:00 AM,647004.37,18043.79,23881.96,0.00,35313.76,-11431.80,0.00,27684.24,1800.01,1386.41,413.60,0.00,0.00,35727.37,0.00
15,12/31/1989 12:00 AM,647004.37,0.00,0.00,0.00,20427.78,-20427.78,0.00,27684.24,1500.01,1443.61,56.40,0.00,0.00,20484.18,0.00
15,01/31/1990 12:00 AM,647004.37,7442.84,9792.02,0.00,15461.36,-5669.34,0.00,27684.24,1500.01,1124.01,376.00,0.00,0.00,15837.36,0.00
15,02/28/1990 12:00 AM,647004.37,68.84,91.38,0.00,27355.68,-27264.30,0.00,27684.24,1300.01,924.01,376.00,0.00,0.00,27731.68,0.00
15,03/31/1990 12:00 AM,647004.37,360053.24,469965.26,442783.16,27188.26,-6.16,8100.67,27684.24,3400.02,3024.02,376.00,0.00,0.00,27564.26,0.00
15,04/30/1990 12:00 AM,647004.37,60171.41,80210.32,62057.63,18153.50,-0.81,0.00,27684.24,3800.03,3800.03,0.00,0.00,0.00,18153.50,0.00
15,05/31/1990 12:00 AM,647004.37,205204.54,270896.55,242363.68,28536.24,-3.36,4858.09,27684.24,4300.03,4300.03,0.00,0.00,0.00,28536.24,0.00
15,06/30/1990 12:00 AM,647004.37,289045.46,372574.77,270800.47,101778.09,-3.80,5275.32,27684.24,4900.03,4524.03,376.00,0.00,0.00,102154.10,0.00
15,07/31/1990 12:00 AM,647004.37,302563.21,387086.84,253628.76,133667.96,-209.88,0.00,27684.24,5100.04,4912.03,188.00,0.00,0.00,133855.97,0.00
15,08/31/1990 12:00 AM,647004.37,279798.24,358494.30,276686.22,81808.08,0.00,0.00,27684.24,4800.03,4612.03,188.00,0.00,0.00,81996.08,0.00
15,09/30/1990 12:00 AM,647004.37,0.00,0.00,0.00,23197.37,-23197.37,0.00,27684.24,3800.03,3800.03,0.00,0.00,0.00,23197.37,0.00
15,10/31/1990 12:00 AM,581004.07,48347.53,65683.07,50394.55,15289.16,-0.63,0.00,28942.22,2700.02,2700.02,0.00,0.00,0.00,15289.16,0.00
15,11/30/1990 12:00 AM,581004.07,24715.30,32712.08,16080.41,16634.53,-2.86,0.00,28942.22,2000.01,2000.01,0.00,0.00,0.00,16634.53,0.00
15,12/31/1990 12:00 AM,581004.07,0.00,0.00,0.00,11447.86,-11447.86,0.00,28942.22,1500.01,1500.01,0.00,0.00,0.00,11447.86,0.00
15,01/31/1991 12:00 AM,581004.07,42123.45,54969.78,53825.47,1146.82,-2.51,0.00,28942.22,1500.01,1500.01,0.00,0.00,0.00,1146.82,0.00
15,02/28/1991 12:00 AM,581004.07,494.33,651.23,0.00,7030.87,-6379.64,0.00,28942.22,1400.01,1400.01,0.00,0.00,0.00,7030.87,0.00
15,03/31/1991 12:00 AM,581004.07,152562.65,198723.36,195560.95,3165.18,-2.77,3894.90,28942.22,1500.01,1500.01,0.00,0.00,0.00,3165.18,0.00
15,04/30/1991 12:00 AM,581004.07,76851.51,101870.76,98677.68,3195.05,-1.97,0.00,28942.22,3800.03,3800.03,0.00,0.00,0.00,3195.05,0.00
15,05/31/1991 12:00 AM,581004.07,246011.77,323015.60,310820.95,12198.99,-4.35,6876.41,28942.22,4800.03,4800.03,0.00,0.00,0.00,12198.99,0.00
15,06/30/1991 12:00 AM,581004.07,277475.45,356957.39,288429.60,68531.75,-3.96,5412.53,28942.22,5000.03,5000.03,0.00,0.00,0.00,67405.35,0.00
15,07/31/1991 12:00 AM,581004.07,281139.30,359282.07,257294.32,101988.25,-0.50,0.00,28942.22,5200.04,5200.04,0.00,0.00,0.00,97548.68,0.00
15,08/31/1991 12:00 AM,581004.07,250538.06,320717.82,266912.55,53870.21,-64.94,0.00,28942.22,4900.03,4900.03,0.00,0.00,0.00,51011.29,0.00
15,09/30/1991 12:00 AM,581004.07,90.90,120.88,0.00,10866.36,-10745.47,0.00,28942.22,4000.03,4000.03,0.00,0.00,0.00,10866.36,0.00
15,10/31/1991 12:00 AM,607704.18,42847.28,58063.90,46137.31,11926.59,0.00,0.00,30199.23,2600.02,2600.02,0.00,0.00,0.00,11926.59,0.00
15,11/30/1991 12:00 AM,607704.18,23697.58,31365.06,26657.10,4707.96,0.00,0.00,30199.23,2000.01,2000.01,0.00,0.00,0.00,4707.96,0.00
15,12/31/1991 12:00 AM,607704.18,0.00,0.00,0.00,10773.28,-10773.28,0.00,30199.23,1600.01,1600.01,0.00,0.00,0.00,10773.28,0.00
15,01/31/1992 12:00 AM,607704.18,85.54,111.32,0.00,1447.77,-1336.45,0.00,30199.23,1600.01,1600.01,0.00,0.00,0.00,1447.77,0.00
15,02/29/1992 12:00 AM,607704.18,0.00,0.00,0.00,6460.81,-6460.81,0.00,30199.23,1400.01,1400.01,0.00,0.00,0.00,6460.81,0.00
15,03/31/1992 12:00 AM,607704.18,171704.09,222354.40,215936.27,6418.12,0.00,2797.65,30199.23,2000.01,2000.01,0.00,0.00,0.00,6418.12,0.00
15,04/30/1992 12:00 AM,607704.18,66406.64,87820.34,74013.11,13808.21,-0.97,0.00,30199.23,4400.03,4400.03,0.00,0.00,0.00,13808.21,0.00
15,05/31/1992 12:00 AM,607704.18,228104.38,298813.67,270009.47,28807.98,-3.77,3436.76,30199.23,5000.03,5000.03,0.00,0.00,0.00,28807.98,0.00
15,06/30/1992 12:00 AM,607704.18,290028.74,371376.02,262033.51,109346.16,-3.65,5937.39,30199.23,5200.04,4730.03,470.00,0.00,0.00,109816.16,0.00
15,07/31/1992 12:00 AM,607704.18,299870.44,381531.51,271240.38,110295.02,-3.89,0.00,30199.23,5400.04,4836.03,564.00,0.00,0.00,109905.45,0.00
15,08/31/1992 12:00 AM,607704.18,282360.45,359770.99,272779.79,86955.37,35.84,0.00,30199.23,5100.04,4442.03,658.00,0.00,0.00,86563.25,0.00
15,09/30/1992 12:00 AM,607704.18,0.00,0.00,0.00,11409.38,-11409.38,0.00,30199.23,4100.03,4100.03,0.00,0.00,0.00,11409.38,0.00
15,10/31/1992 12:00 AM,612504.21,25001.52,33801.26,22422.32,11378.94,0.00,0.00,31457.24,3000.02,3000.02,0.00,0.00,0.00,11378.94,0.00
15,11/30/1992 12:00 AM,612504.21,2180.65,2886.21,0.00,6666.31,-3780.09,0.00,31457.24,1600.01,1594.41,5.64,-0.04,0.00,6671.95,0.00
15,12/31/1992 12:00 AM,612504.21,0.00,0.00,0.00,7641.85,-7641.85,0.00,31457.24,1600.01,1600.01,0.00,0.00,0.00,7641.85,0.00
15,01/31/1993 12:00 AM,612504.21,0.00,0.00,0.00,6784.01,-6784.01,0.00,31457.24,1600.01,1600.01,0.00,0.00,0.00,5973.60,0.00
15,02/28/1993 12:00 AM,612504.21,0.00,0.00,0.00,12145.10,-12145.10,510.42,31457.24,1400.01,1400.01,0.00,0.00,0.00,11897.90,0.00
15,03/31/1993 12:00 AM,612504.21,108067.48,139322.39,117102.49,22219.91,-0.01,7890.57,31457.24,1800.01,1800.01,0.00,0.00,0.00,22219.91,0.00
15,04/30/1993 12:00 AM,612504.21,32730.12,42957.12,0.00,83188.87,-40231.75,0.00,31457.24,4500.03,4500.03,0.00,0.00,0.00,83188.87,0.00
15,05/31/1993 12:00 AM,612504.21,223478.27,290517.04,164301.74,126062.27,153.03,3072.05,31457.24,5100.04,4630.03,470.00,0.00,0.00,119088.22,0.00
15,06/30/1993 12:00 AM,612504.21,288032.82,367517.28,145316.61,222340.40,-139.72,6387.95,31457.24,5000.03,4718.03,282.00,0.00,0.00,200922.05,0.00
15,07/31/1993 12:00 AM,612504.21,300310.46,381254.77,143359.07,237897.42,-1.72,0.00,31457.24,5600.04,5083.04,517.00,0.00,0.00,221430.20,0.00
15,08/31/1993 12:00 AM,612504.21,272875.14,347028.32,142731.70,204300.28,-3.66,0.00,31457.24,5200.04,4683.03,517.00,0.00,0.00,190967.27,0.00
15,09/30/1993 12:00 AM,612504.21,0.00,0.00,0.00,84663.75,-84663.75,0.00,31457.24,4200.03,3683.03,517.00,0.00,0.00,78856.21,0.00
15,10/31/1993 12:00 AM,620304.33,44122.05,59705.79,22206.38,37499.41,0.00,0.00,32714.23,3600.02,3083.02,517.00,0.00,0.00,38016.41,0.00
15,11/30/1993 12:00 AM,620304.33,12955.90,17147.85,0.00,55758.72,-38610.87,0.00,32714.23,1800.01,1283.01,517.00,0.00,0.00,56275.72,0.00
15,12/31/1993 12:00 AM,620304.33,0.00,0.00,0.00,59150.81,-59150.81,0.00,32714.23,1600.01,1177.01,423.00,0.00,0.00,59573.81,0.00
15,01/31/1994 12:00 AM,620304.33,2779.13,3614.50,0.00,24441.27,-20826.77,0.00,32714.23,1700.01,1700.01,0.00,0.00,0.00,24441.27,0.00
15,02/28/1994 12:00 AM,620304.33,0.00,0.00,0.00,44706.29,-44706.29,0.00,32714.23,1600.01,1600.01,0.00,0.00,0.00,44706.29,0.00
